VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-02-01 00:00:08,2016-02-01 00:20:37,6,8.11,-73.98277282714845,40.73500061035156,1,N,-73.94193267822266,40.81040954589844,1,25.0,0.5,0.5,5.26,0.0,0.3,31.56
2,2016-02-01 00:00:09,2016-02-01 00:14:04,2,3.6,-73.99909210205078,40.717472076416016,1,N,-73.9885482788086,40.758827209472656,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3
1,2016-02-01 00:00:11,2016-02-01 00:35:10,1,10.4,-74.00054931640625,40.72980880737305,1,N,-73.93940734863281,40.82681274414063,1,33.5,0.5,0.5,5.0,0.0,0.3,39.8
2,2016-02-01 00:00:12,2016-02-01 00:21:32,1,13.51,-73.87325286865233,40.774200439453125,1,N,-73.9845199584961,40.66342926025391,2,37.5,0.5,0.5,0.0,0.0,0.3,38.8
2,2016-02-01 00:00:12,2016-02-01 00:09:42,2,2.42,-74.00001525878906,40.73808288574219,1,N,-74.00218963623048,40.70926284790039,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2016-02-01 00:00:12,2016-02-01 00:09:01,1,2.74,-73.97595977783203,40.75997924804688,1,N,-74.00453186035155,40.73471832275391,1,10.5,0.5,0.5,2.95,0.0,0.3,14.75
2,2016-02-01 00:00:13,2016-02-01 00:09:44,1,2.06,-73.98336029052734,40.738914489746094,1,N,-73.99017333984375,40.756881713867195,1,9.0,0.5,0.5,0.0,0.0,0.3,10.3
2,2016-02-01 00:00:13,2016-02-01 00:10:19,6,2.52,-73.99351501464844,40.72127151489258,1,N,-73.98452758789062,40.75105667114258,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
1,2016-02-01 00:00:14,2016-02-01 00:10:47,1,2.2,-73.99076080322266,40.750782012939446,1,N,-73.99019622802734,40.72733688354492,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
1,2016-02-01 00:00:15,2016-02-01 00:01:53,1,0.4,-74.00162506103516,40.727436065673835,1,N,-74.00086975097656,40.731983184814446,1,3.5,0.5,0.5,1.0,0.0,0.3,5.8
1,2016-02-01 00:00:15,2016-02-01 00:11:16,3,1.6,-73.93275451660156,40.75298690795898,1,N,-73.91556549072266,40.74257659912109,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
1,2016-02-01 00:00:15,2016-02-01 00:10:05,1,3.4,-73.98428344726561,40.743328094482415,1,N,-73.95020294189453,40.779056549072266,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
1,2016-02-01 00:00:18,2016-02-01 00:09:53,1,1.5,-74.00093078613281,40.730865478515625,1,N,-74.01084136962889,40.72032928466797,4,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2016-02-01 00:00:18,2016-02-01 00:06:29,1,1.3,-73.9871597290039,40.76594161987305,1,N,-73.99166870117188,40.75122833251953,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35
1,2016-02-01 00:00:18,2016-02-01 00:05:37,1,1.4,-73.98851776123048,40.7459716796875,1,N,-74.00032806396483,40.7302360534668,1,6.0,0.5,0.5,0.1,0.0,0.3,7.4
2,2016-02-01 00:00:18,2016-02-01 00:27:01,2,18.66,-73.79049682617188,40.64659118652344,2,N,-74.00406646728516,40.7298698425293,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
1,2016-02-01 00:00:19,2016-02-01 00:09:14,1,1.5,-73.98426818847656,40.75969314575195,1,N,-73.97425079345702,40.76162338256836,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2016-02-01 00:00:21,2016-02-01 00:17:26,6,8.72,-73.87086486816406,40.77379608154297,1,N,-73.9537353515625,40.76655960083008,1,25.0,0.5,0.5,7.96,5.54,0.3,39.8
1,2016-02-01 00:00:24,2016-02-01 00:07:58,1,2.4,-73.96284484863281,40.76280212402344,1,N,-73.92826843261719,40.75577163696289,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
1,2016-02-01 00:00:24,2016-02-01 00:16:17,1,4.6,-73.95654296875,40.7474479675293,1,N,-73.98684692382812,40.7701530456543,1,16.5,0.5,0.5,3.55,0.0,0.3,21.35
2,2016-02-01 00:00:24,2016-02-01 00:08:45,1,1.65,-74.00029754638672,40.73516845703125,1,N,-74.00383758544923,40.71683883666992,1,8.0,0.5,0.5,2.79,0.0,0.3,12.09
1,2016-02-01 00:00:25,2016-02-01 00:10:56,1,3.7,-73.9339370727539,40.751556396484375,1,N,-73.98902130126953,40.75712585449219,1,13.0,0.5,0.5,2.0,0.0,0.3,16.3
2,2016-02-01 00:00:26,2016-02-01 00:04:32,3,0.73,-74.00360870361328,40.7518424987793,1,N,-74.00115966796875,40.746376037597656,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
1,2016-02-01 00:00:27,2016-02-01 00:15:36,1,4.5,-73.98390197753906,40.75504302978516,1,N,-73.92678070068358,40.765972137451165,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
2,2016-02-01 00:00:27,2016-02-01 00:32:26,1,18.69,-73.78132629394531,40.64671325683594,2,N,-74.00201416015625,40.741981506347656,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
1,2016-02-01 00:00:28,2016-02-01 00:17:10,2,4.8,-74.0040512084961,40.72395324707031,1,N,-73.93946838378906,40.72403335571289,1,16.5,0.5,0.5,4.45,0.0,0.3,22.25
1,2016-02-01 00:00:29,2016-02-01 00:08:40,1,1.7,-73.97703552246092,40.74309921264648,1,N,-73.99268341064453,40.75852966308594,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25
2,2016-02-01 00:00:29,2016-02-01 00:16:23,6,4.09,-73.98709106445312,40.72513961791992,1,N,-73.94571685791014,40.69956970214844,1,15.0,0.5,0.5,4.08,0.0,0.3,20.38
2,2016-02-01 00:00:31,2016-02-01 00:13:20,1,2.5,-73.9939193725586,40.73530960083008,1,N,-73.97129821777344,40.758548736572266,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
2,2016-02-01 00:00:31,2016-02-01 00:06:46,1,1.14,-74.00433349609375,40.75264358520508,1,N,-73.99327850341797,40.74312210083008,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2016-02-01 00:00:32,2016-02-01 00:22:17,2,8.4,-74.0133056640625,40.702056884765625,1,N,-73.96052551269531,40.65234375,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8
1,2016-02-01 00:00:32,2016-02-01 00:20:33,1,9.8,-73.99042510986328,40.741172790527344,1,N,-74.03016662597656,40.6380729675293,1,28.5,0.5,0.5,5.95,0.0,0.3,35.75
1,2016-02-01 00:00:33,2016-02-01 00:11:19,1,3.6,-73.97811889648438,40.72947311401367,1,N,-73.95207214355469,40.77330017089844,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55
1,2016-02-01 00:00:33,2016-02-01 00:04:50,2,0.3,-73.9903564453125,40.75926208496094,1,N,-73.98509979248048,40.760292053222656,1,4.5,0.5,0.5,2.0,0.0,0.3,7.8
2,2016-02-01 00:00:33,2016-02-01 00:12:07,5,3.91,-73.9485092163086,40.784961700439446,1,N,-73.99263763427734,40.75405883789063,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
1,2016-02-01 00:00:34,2016-02-01 00:09:27,1,2.7,-73.95443725585938,40.789749145507805,1,N,-73.95323944091797,40.81755828857422,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
1,2016-02-01 00:00:34,2016-02-01 00:03:39,1,0.5,-73.98521423339844,40.747383117675774,1,N,-73.99137115478516,40.74992752075195,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
1,2016-02-01 00:00:35,2016-02-01 00:03:01,1,0.7,-73.99785614013672,40.751510620117195,1,N,-74.00495147705078,40.74331283569336,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95
1,2016-02-01 00:00:35,2016-02-01 00:08:43,3,2.0,-73.98198699951173,40.771270751953125,1,N,-73.98575592041014,40.74992752075195,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2016-02-01 00:00:35,2016-02-01 00:28:16,1,18.4,-73.78982543945312,40.64690780639648,1,N,-73.9413833618164,40.68659973144531,1,49.5,0.5,0.5,12.7,0.0,0.3,63.5
1,2016-02-01 00:00:36,2016-02-01 00:02:35,1,0.2,-73.9611587524414,40.771820068359375,1,N,-73.95740509033203,40.77344131469727,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
1,2016-02-01 00:00:36,2016-02-01 00:15:14,1,3.9,-73.98400115966798,40.725433349609375,1,N,-73.95181274414062,40.76603698730469,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95
2,2016-02-01 00:00:37,2016-02-01 00:24:28,1,2.18,-73.99169921875,40.75267028808594,1,N,-73.99421691894531,40.75349426269531,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
1,2016-02-01 00:00:38,2016-02-01 00:33:45,2,18.1,-73.78223419189453,40.64469146728516,2,N,-73.99029541015625,40.7669334411621,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
1,2016-02-01 00:00:39,2016-02-01 00:05:20,1,1.1,-73.97826385498048,40.7881965637207,1,N,-73.98213958740233,40.77218627929688,1,6.0,0.5,0.5,1.5,0.0,0.3,8.8
2,2016-02-01 00:00:39,2016-02-01 00:07:33,6,1.12,-73.98979949951173,40.76227188110352,1,N,-73.99111938476561,40.75022506713867,1,6.5,0.5,0.5,0.5,0.0,0.3,8.3
2,2016-02-01 00:00:39,2016-02-01 00:04:15,1,0.66,-73.99332427978516,40.73326110839844,1,N,-74.00133514404298,40.73119354248047,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2,2016-02-01 00:00:39,2016-02-01 00:05:37,5,1.1,-73.99250030517578,40.71400833129882,1,N,-74.00614929199219,40.70975875854492,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
1,2016-02-01 00:00:40,2016-02-01 00:03:49,1,0.9,-74.00752258300781,40.72665786743164,1,N,-74.00292205810547,40.739501953125,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55
1,2016-02-01 00:00:40,2016-02-01 00:06:48,1,2.2,-74.00731658935547,40.70499038696289,1,N,-74.01126098632812,40.72372817993164,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75
2,2016-02-01 00:00:40,2016-02-01 00:11:55,5,3.23,-73.95543670654298,40.77275085449219,1,N,-73.98722839355469,40.742969512939446,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
1,2016-02-01 00:00:41,2016-02-01 00:06:10,1,1.7,-73.97867584228516,40.75719451904297,1,N,-73.96034240722656,40.769649505615234,1,7.0,0.5,0.5,1.7,0.0,0.3,10.0
1,2016-02-01 00:00:42,2016-02-01 00:03:51,1,0.8,-73.9236602783203,40.753276824951165,1,N,-73.92423248291014,40.74371337890625,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
1,2016-02-01 00:00:42,2016-02-01 00:36:17,2,19.0,-73.97186279296875,40.79450988769531,1,N,-73.86697387695312,40.882469177246094,3,52.0,0.5,0.5,0.0,0.0,0.3,53.3
2,2016-02-01 00:00:42,2016-02-01 00:16:31,5,4.18,-73.9911117553711,40.71746444702149,1,N,-73.95697021484375,40.68853378295898,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16
